┌────────┬───────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │      name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
├────────┼───────────┼────────┼────────┼─────────────────┼────────────────────┼───────────────────────┼────────────────────┼──────────────────────┼──────────────┼─────────────────┼────────────────────┼─────────────────┼───────────────────┤
│     99 │      BT10 │      2 │      2 │     first_order │          -1.00e+00 │              1.08e-03 │           2.65e-10 │             6.56e-07 │  first_order │       -1.00e+00 │           6.00e-03 │        1.75e-07 │          4.18e-09 │
│    100 │  HALDMADS │      6 │     42 │     first_order │           1.21e-04 │              5.41e-02 │           8.21e-11 │             5.32e-06 │  first_order │        1.65e+00 │           1.13e-01 │        1.92e-08 │          0.00e+00 │
│    101 │  LUKVLI17 │   9997 │   7497 │        max_time │           3.88e+02 │              1.20e+03 │           2.00e+01 │             1.21e-02 │  first_order │        7.81e+02 │           2.01e+00 │        1.21e-06 │          0.00e+00 │
│    102 │  LUKVLI16 │   9997 │   7497 │        max_time │           1.95e+03 │              1.20e+03 │           5.44e-01 │             9.71e-03 │  first_order │        2.97e+03 │           1.95e+00 │        1.75e-06 │          0.00e+00 │
│    103 │       GPP │   1000 │   1998 │        max_time │           2.28e+05 │              1.20e+03 │           5.65e+03 │             2.92e+00 │  first_order │        2.32e+05 │           1.04e+01 │        1.66e-05 │          0.00e+00 │
│    104 │   LUKVLI9 │  10000 │      6 │     first_order │           9.99e+02 │              8.71e+02 │           3.28e-09 │             1.17e-11 │  first_order │        9.99e+02 │           7.04e-01 │        2.51e-06 │          0.00e+00 │
│    105 │  ROSENMMX │      5 │      4 │     first_order │          -4.40e+01 │              6.90e-02 │           5.45e-07 │             7.57e-11 │  first_order │       -4.40e+01 │           1.40e-02 │        1.22e-07 │          0.00e+00 │
│    106 │      OET4 │      4 │   1002 │     first_order │           4.29e-03 │              4.74e-01 │           3.50e-06 │             2.23e-06 │  first_order │        4.40e-03 │           5.04e-01 │        1.63e-07 │          0.00e+00 │
│    107 │      HS26 │      3 │      1 │     first_order │           3.64e-11 │              3.90e-03 │           1.72e-07 │             1.62e-07 │  first_order │        2.82e-10 │           1.10e-02 │        2.75e-07 │          9.45e-06 │
│    108 │    SPIRAL │      3 │      2 │     first_order │          -5.83e-15 │              1.53e-02 │           6.57e-12 │             8.25e-15 │  first_order │        3.68e-06 │           4.10e-02 │        1.74e-06 │          0.00e+00 │
│    109 │       BT7 │      5 │      3 │     first_order │           3.60e+02 │              3.26e-03 │           1.03e-08 │             7.54e-06 │  first_order │        3.06e+02 │           1.40e-02 │        3.18e-07 │          1.37e-10 │
│    110 │    SIPOW3 │      4 │   2000 │     first_order │           5.35e-01 │              1.12e-01 │           2.91e-08 │             3.37e-06 │  first_order │        5.35e-01 │           2.20e-01 │        1.84e-11 │          0.00e+00 │
│    111 │       LCH │   3000 │      1 │     first_order │          -4.34e+00 │              1.20e+03 │           3.59e-05 │             9.94e-08 │  first_order │       -4.31e+00 │           3.41e-01 │        1.20e-03 │          1.94e-06 │
│    112 │   LUKVLE2 │  10000 │   4999 │        max_time │           2.62e+05 │              1.20e+03 │           4.92e+00 │             3.01e-05 │  first_order │        2.62e+05 │           2.24e+00 │        8.37e-07 │          6.35e-10 │
│    113 │       HS9 │      2 │      1 │     first_order │          -5.00e-01 │              3.75e-04 │           5.15e-06 │             3.01e-08 │  first_order │       -5.00e-01 │           3.00e-03 │        1.24e-11 │          0.00e+00 │
│    114 │  HS100LNP │      7 │      2 │     first_order │           6.81e+02 │              4.98e-03 │           1.04e-05 │             3.29e-06 │  first_order │        6.81e+02 │           1.40e-02 │        4.68e-06 │          1.90e-09 │
│    115 │   LISWET4 │   2002 │   2000 │        max_time │           5.00e+00 │              1.20e+03 │           5.74e-03 │             7.64e-05 │  first_order │        5.00e+00 │           2.22e-01 │        1.84e-11 │          0.00e+00 │
│    116 │  LUKVLE16 │   9997 │   7497 │     first_order │           5.33e+03 │              1.20e+03 │           1.26e-06 │             2.06e-06 │   infeasible │        1.71e+04 │           2.24e+01 │        3.60e+01 │          1.48e+00 │
│    117 │   GENHS28 │     10 │      8 │     first_order │           9.27e-01 │              7.58e-04 │           5.86e-08 │             3.31e-07 │  first_order │        9.27e-01 │           2.00e-03 │        1.55e-15 │          8.88e-16 │
│    118 │  LUKVLE14 │   9998 │   6664 │        max_time │           5.19e+06 │              1.20e+03 │           1.82e+05 │             5.14e+00 │  first_order │        3.14e+08 │           5.98e-01 │        2.54e-03 │          1.42e-14 │
